Timestamp,Pressure (kPa),Hooray Cycle #
2025-01-13 08:29:02.785756,9.69,8
2025-01-13 08:29:02.891317,3.75,8
2025-01-13 08:29:02.992662,12.82,8
2025-01-13 08:29:03.101703,5.16,8
2025-01-13 08:29:03.208962,0.23,8
2025-01-13 08:29:03.314826,0.54,8
2025-01-13 08:29:03.419760,10.73,8
2025-01-13 08:29:03.525831,14.52,8
2025-01-13 08:29:03.631185,6.64,8
2025-01-13 08:29:03.736646,8.56,8
2025-01-13 08:29:03.842124,3.49,8
2025-01-13 08:29:03.944810,1.81,8
2025-01-13 08:29:04.050355,4.96,8
2025-01-13 08:29:04.158393,5.93,8
2025-01-13 08:29:04.262616,2.76,8
2025-01-13 08:29:04.367092,12.76,8
2025-01-13 08:29:04.473938,9.11,8
2025-01-13 08:29:04.577360,1.76,8
2025-01-13 08:29:04.685641,7.24,8
2025-01-13 08:29:04.791361,13.19,8
2025-01-13 08:29:04.896908,8.43,8
2025-01-13 08:29:04.999485,7.06,8
2025-01-13 08:29:05.103170,9.4,8
2025-01-13 08:29:05.214643,5.44,8
2025-01-13 08:29:05.318749,14.68,8
2025-01-13 08:29:05.421181,2.21,8
2025-01-13 08:29:05.529371,1.02,8
2025-01-13 08:29:05.633809,13.03,8
2025-01-13 08:29:05.740997,1.75,8
2025-01-13 08:29:05.844782,14.21,8
2025-01-13 08:29:05.946976,14.6,8
2025-01-13 08:29:06.054224,5.35,8
2025-01-13 08:29:06.161594,13.26,8
2025-01-13 08:29:06.267056,8.01,8
2025-01-13 08:29:06.372983,7.99,8
2025-01-13 08:29:06.477814,8.32,8
2025-01-13 08:29:06.585069,7.8,8
2025-01-13 08:29:06.688545,6.56,8
2025-01-13 08:29:06.796972,11.23,8
2025-01-13 08:29:06.902067,10.7,8
2025-01-13 08:29:07.007648,3.58,8
2025-01-13 08:29:07.116067,5.92,8
2025-01-13 08:29:07.221491,6.07,8
2025-01-13 08:29:07.325203,2.87,8
2025-01-13 08:29:07.434354,9.66,8
2025-01-13 08:29:07.540020,11.26,8
2025-01-13 08:29:07.644876,11.7,8
2025-01-13 08:29:07.750574,13.38,8
2025-01-13 08:29:07.857958,5.45,8
2025-01-13 08:29:07.961474,7.87,8
2025-01-13 08:29:08.069086,10.2,8
2025-01-13 08:29:08.176249,2.99,8
2025-01-13 08:29:08.282377,4.49,8
2025-01-13 08:29:08.389149,3.37,8
2025-01-13 08:29:08.493765,10.82,8
2025-01-13 08:29:08.594512,6.62,8
2025-01-13 08:29:08.706220,5.4,8
2025-01-13 08:29:08.810839,9.63,8
2025-01-13 08:29:08.913300,9.59,8
2025-01-13 08:29:09.017820,14.49,8
2025-01-13 08:29:09.124330,10.2,8
2025-01-13 08:29:09.235417,14.74,8
2025-01-13 08:29:09.340144,5.71,8
2025-01-13 08:29:09.445911,3.97,8
2025-01-13 08:29:09.553004,12.25,8
2025-01-13 08:29:09.658668,10.86,8
2025-01-13 08:29:09.761424,10.35,8
2025-01-13 08:29:09.869802,11.6,8
2025-01-13 08:29:09.975937,14.32,8
2025-01-13 08:29:10.084881,5.55,8
2025-01-13 08:29:10.186578,1.74,8
2025-01-13 08:29:10.295963,0.52,8
2025-01-13 08:29:10.399315,7.44,8
2025-01-13 08:29:10.506791,5.66,8
2025-01-13 08:29:10.611941,10.02,8
2025-01-13 08:29:10.716571,5.25,8
2025-01-13 08:29:10.825478,13.39,8
2025-01-13 08:29:10.933375,5.08,8
2025-01-13 08:29:11.037749,5.92,8
2025-01-13 08:29:11.140226,14.2,8
2025-01-13 08:29:11.246698,1.97,8
2025-01-13 08:29:11.349846,8.7,8
2025-01-13 08:29:11.459497,4.57,8
2025-01-13 08:29:11.564945,5.51,8
2025-01-13 08:29:11.667552,2.57,8
2025-01-13 08:29:11.777355,4.26,8
2025-01-13 08:29:11.883090,14.51,8
2025-01-13 08:29:11.987169,3.45,8
2025-01-13 08:29:12.094096,12.36,8
2025-01-13 08:29:12.199836,4.42,8
2025-01-13 08:29:12.302013,2.89,8
2025-01-13 08:29:12.409948,2.67,8
2025-01-13 08:29:12.515977,13.1,8
2025-01-13 08:29:12.621450,12.25,8
2025-01-13 08:29:12.724734,12.29,8
2025-01-13 08:29:12.832233,6.21,8
2025-01-13 08:29:12.939942,14.25,8
2025-01-13 08:29:13.042919,10.14,8
2025-01-13 08:29:13.144762,13.2,8
2025-01-13 08:29:13.251087,4.51,8
2025-01-13 08:29:13.357915,0.79,8
2025-01-13 08:29:13.467739,2.31,8
2025-01-13 08:29:13.575097,5.91,8
2025-01-13 08:29:13.680692,9.61,8
2025-01-13 08:29:13.786445,14.46,8
2025-01-13 08:29:13.890140,13.3,8
2025-01-13 08:29:13.999898,1.18,8
2025-01-13 08:29:14.105507,10.96,8
2025-01-13 08:29:14.210951,2.71,8
2025-01-13 08:29:14.314520,6.15,8
2025-01-13 08:29:14.417344,2.01,8
2025-01-13 08:29:14.525393,0.99,8
2025-01-13 08:29:14.633085,0.16,8
2025-01-13 08:29:14.736482,14.28,8
2025-01-13 08:29:14.843934,9.88,8
2025-01-13 08:29:14.949957,8.05,8
2025-01-13 08:29:15.053160,6.5,8
2025-01-13 08:29:15.162968,9.87,8
2025-01-13 08:29:15.268876,4.81,8
2025-01-13 08:29:15.374429,2.11,8
2025-01-13 08:29:15.480011,6.43,8
2025-01-13 08:29:15.585531,0.36,8
2025-01-13 08:29:15.693122,4.4,8
2025-01-13 08:29:15.798584,4.69,8
2025-01-13 08:29:15.900301,14.68,8
2025-01-13 08:29:16.004647,3.24,8
2025-01-13 08:29:16.112868,5.7,8
2025-01-13 08:29:16.219780,3.17,8
2025-01-13 08:29:16.325417,2.36,8
2025-01-13 08:29:16.428985,5.87,8
2025-01-13 08:29:16.536970,2.22,8
2025-01-13 08:29:16.642494,5.21,8
2025-01-13 08:29:16.747961,13.14,8
2025-01-13 08:29:16.853539,0.75,8
2025-01-13 08:29:16.958141,2.99,8
2025-01-13 08:29:17.061502,10.65,8
2025-01-13 08:29:17.169778,2.85,8
2025-01-13 08:29:17.275634,3.47,8
2025-01-13 08:29:17.381912,3.65,8
2025-01-13 08:29:17.486508,3.15,8
2025-01-13 08:29:17.588232,14.65,8
2025-01-13 08:29:17.694825,8.4,8
2025-01-13 08:29:17.800411,0.06,8
2025-01-13 08:29:17.905596,5.49,8
2025-01-13 08:29:18.012093,2.3,8
2025-01-13 08:29:18.117280,6.1,8
2025-01-13 08:29:18.222870,9.74,8
2025-01-13 08:29:18.328376,14.71,8
2025-01-13 08:29:18.433859,7.65,8
2025-01-13 08:29:18.539293,2.62,8
2025-01-13 08:29:18.647562,13.09,8
2025-01-13 08:29:18.749727,12.02,8
2025-01-13 08:29:18.855610,9.38,8
2025-01-13 08:29:18.961101,10.9,8
2025-01-13 08:29:19.066635,3.86,8
2025-01-13 08:29:19.171387,1.33,8
2025-01-13 08:29:19.277011,12.92,8
2025-01-13 08:29:19.388889,1.66,8
2025-01-13 08:29:19.495019,7.14,8
2025-01-13 08:29:19.599156,8.76,8
2025-01-13 08:29:19.702158,10.9,8
2025-01-13 08:29:19.807682,10.8,8
2025-01-13 08:29:19.909080,6.54,8
2025-01-13 08:29:20.017570,9.84,8
2025-01-13 08:29:20.125264,14.49,8
2025-01-13 08:29:20.233437,9.72,8
2025-01-13 08:29:20.335048,4.81,8
2025-01-13 08:29:20.441701,12.42,8
2025-01-13 08:29:20.544800,4.74,8
2025-01-13 08:29:20.651212,8.84,8
2025-01-13 08:29:20.761586,1.88,8
2025-01-13 08:29:20.867162,2.36,8
2025-01-13 08:29:20.969006,5.67,8
2025-01-13 08:29:21.075806,2.62,8
2025-01-13 08:29:21.181362,8.98,8
2025-01-13 08:29:21.285857,1.83,8
2025-01-13 08:29:21.394364,6.34,8
2025-01-13 08:29:21.501817,0.12,8
2025-01-13 08:29:21.608371,6.77,8
2025-01-13 08:29:21.711483,12.07,8
2025-01-13 08:29:21.818536,3.49,8
2025-01-13 08:29:21.924167,8.48,8
2025-01-13 08:29:22.031599,9.68,8
2025-01-13 08:29:22.136595,14.18,8
2025-01-13 08:29:22.240663,9.1,8
2025-01-13 08:29:22.346317,5.5,8
2025-01-13 08:29:22.455111,5.26,8
2025-01-13 08:29:22.557161,11.96,8
2025-01-13 08:29:22.659721,7.99,8
2025-01-13 08:29:22.767145,1.48,8
2025-01-13 08:29:22.875116,7.4,8
2025-01-13 08:29:22.975664,9.79,8
2025-01-13 08:29:23.081833,1.22,8
2025-01-13 08:29:23.190183,9.13,8
2025-01-13 08:29:23.292225,1.72,8
2025-01-13 08:29:23.400372,4.31,8
2025-01-13 08:29:23.508231,0.69,8
2025-01-13 08:29:23.613356,1.42,8
2025-01-13 08:29:23.721646,4.68,8
2025-01-13 08:29:23.827133,4.19,8
2025-01-13 08:29:23.931837,13.3,8
2025-01-13 08:29:24.037892,4.29,8
2025-01-13 08:29:24.142909,8.09,8
2025-01-13 08:29:24.244877,7.42,8
2025-01-13 08:29:24.352781,11.55,8
2025-01-13 08:29:24.459068,11.59,8
2025-01-13 08:29:24.565628,13.64,8
2025-01-13 08:29:24.668971,11.42,8
2025-01-13 08:29:24.775073,9.12,8
2025-01-13 08:29:24.880644,6.96,8
2025-01-13 08:29:24.985868,8.6,8
2025-01-13 08:29:25.091890,7.24,8
2025-01-13 08:29:25.194840,13.21,8
2025-01-13 08:29:25.300461,5.75,8
2025-01-13 08:29:25.404137,5.43,8
2025-01-13 08:29:25.510624,7.8,8
2025-01-13 08:29:25.617491,2.66,8
2025-01-13 08:29:25.723121,9.7,8
2025-01-13 08:29:25.828784,11.95,8
2025-01-13 08:29:25.934802,9.44,8
2025-01-13 08:29:26.041040,14.44,8
2025-01-13 08:29:26.145747,0.12,8
2025-01-13 08:29:26.249064,2.95,8
2025-01-13 08:29:26.354611,3.7,8
2025-01-13 08:29:26.463817,4.57,8
2025-01-13 08:29:26.569779,0.32,8
2025-01-13 08:29:26.674500,5.65,8
2025-01-13 08:29:26.780070,13.45,8
2025-01-13 08:29:26.883545,10.14,8
2025-01-13 08:29:26.989716,12.75,8
2025-01-13 08:29:27.098019,4.21,8
2025-01-13 08:29:27.204618,11.62,8
2025-01-13 08:29:27.310133,8.72,8
2025-01-13 08:29:27.414650,7.94,8
2025-01-13 08:29:27.520180,10.32,8
2025-01-13 08:29:27.624731,2.04,8
2025-01-13 08:29:27.728640,2.52,8
2025-01-13 08:29:27.834292,13.31,8
2025-01-13 08:29:27.939691,9.53,8
2025-01-13 08:29:28.044881,8.64,8
2025-01-13 08:29:28.149399,1.84,8
2025-01-13 08:29:28.259094,2.26,8
2025-01-13 08:29:28.364748,7.88,8
2025-01-13 08:29:28.470368,8.06,8
2025-01-13 08:29:28.574717,6.72,8
2025-01-13 08:29:28.678245,9.32,8
2025-01-13 08:29:28.786562,1.6,8
2025-01-13 08:29:28.890235,10.0,8
2025-01-13 08:29:28.997838,12.15,8
2025-01-13 08:29:29.103474,4.11,8
2025-01-13 08:29:29.211018,9.03,8
2025-01-13 08:29:29.316629,9.22,8
2025-01-13 08:29:29.419175,3.65,8
2025-01-13 08:29:29.524721,4.13,8
2025-01-13 08:29:29.628267,11.22,8
2025-01-13 08:29:29.731871,6.44,8
2025-01-13 08:29:29.838174,1.89,8
2025-01-13 08:29:29.943445,1.19,8
2025-01-13 08:29:30.049359,9.59,8
2025-01-13 08:29:30.153853,1.38,8
2025-01-13 08:29:30.256860,0.96,8
2025-01-13 08:29:30.361808,9.18,8
2025-01-13 08:29:30.469265,5.33,8
2025-01-13 08:29:30.575007,12.01,8
2025-01-13 08:29:30.678149,0.47,8
2025-01-13 08:29:30.783266,8.13,8
2025-01-13 08:29:30.886506,4.0,8
2025-01-13 08:29:30.994099,13.96,8
2025-01-13 08:29:31.098513,14.85,8
2025-01-13 08:29:31.204287,10.74,8
2025-01-13 08:29:31.307581,0.31,8
2025-01-13 08:29:31.410488,9.53,8
2025-01-13 08:29:31.520193,9.83,8
2025-01-13 08:29:31.623264,6.0,8
2025-01-13 08:29:31.732958,8.82,8
2025-01-13 08:29:31.839902,2.83,8
2025-01-13 08:29:31.944812,8.47,8
2025-01-13 08:29:32.050394,9.93,8
2025-01-13 08:29:32.155158,1.98,8
2025-01-13 08:29:32.261765,1.15,8
2025-01-13 08:29:32.363835,11.66,8
2025-01-13 08:29:32.470533,7.67,8
2025-01-13 08:29:32.576311,12.03,8
2025-01-13 08:29:32.686238,7.91,8
2025-01-13 08:29:32.789564,0.63,8
2025-01-13 08:29:32.895049,0.26,8
2025-01-13 08:29:33.005342,6.7,8
2025-01-13 08:29:33.110817,13.53,8
2025-01-13 08:29:33.215249,4.59,8
2025-01-13 08:29:33.323900,5.74,8
2025-01-13 08:29:33.429691,14.99,8
2025-01-13 08:29:33.537603,14.4,8
2025-01-13 08:29:33.643225,8.54,8
2025-01-13 08:29:33.749183,6.96,8
2025-01-13 08:29:33.853166,3.23,8
2025-01-13 08:29:33.959045,13.91,8
2025-01-13 08:29:34.069166,10.1,8
2025-01-13 08:29:34.173553,8.52,8
2025-01-13 08:29:34.278154,11.68,8
2025-01-13 08:29:34.383729,8.4,8
2025-01-13 08:29:34.491740,6.85,8
2025-01-13 08:29:34.594935,7.61,8
2025-01-13 08:29:34.703200,0.16,8
2025-01-13 08:29:34.808304,4.56,8
2025-01-13 08:29:34.918147,7.6,8
2025-01-13 08:29:35.018898,14.93,8
2025-01-13 08:29:35.127325,8.34,8
2025-01-13 08:30:46.275073,0.69,0
2025-01-13 08:30:46.739956,2.89,0
2025-01-13 08:30:46.841686,8.61,0
2025-01-13 08:30:46.944226,13.26,0
2025-01-13 08:30:47.045198,2.62,1
2025-01-13 08:30:47.150667,5.35,1
2025-01-13 08:30:47.254790,13.23,1
2025-01-13 08:30:47.360232,4.5,2
2025-01-13 08:30:47.462572,5.56,2
2025-01-13 08:30:47.591636,13.08,2
2025-01-13 08:30:47.694644,1.57,3
2025-01-13 08:30:47.800257,5.68,3
2025-01-13 08:30:47.905768,11.7,3
2025-01-13 08:30:48.011601,3.08,4
2025-01-13 08:30:48.115277,9.9,4
2025-01-13 08:30:48.220193,8.64,4
2025-01-13 08:30:48.325727,2.16,4
2025-01-13 08:30:48.431365,9.81,4
2025-01-13 08:30:48.537086,6.12,4
2025-01-13 08:30:48.642341,5.81,4
2025-01-13 08:30:48.747991,13.69,4
2025-01-13 08:30:48.852887,2.95,5
2025-01-13 08:30:48.957826,9.37,5
2025-01-13 08:30:49.063498,10.75,5
2025-01-13 08:30:49.166676,3.84,6
2025-01-13 08:30:49.272219,3.77,6
2025-01-13 08:30:49.377826,14.59,6
2025-01-13 08:30:49.483438,10.06,7
2025-01-13 08:30:49.589327,12.78,8
2025-01-13 08:30:49.695061,5.96,9
2025-01-13 08:30:49.800422,6.71,9
2025-01-13 08:30:49.905424,1.94,9
2025-01-13 08:30:50.008940,2.32,9
2025-01-13 08:30:50.114322,11.75,9
2025-01-13 08:30:50.220216,7.14,10
2025-01-13 08:30:50.338862,10.54,10
2025-01-13 08:30:50.440920,13.78,11
2025-01-13 08:30:50.543361,10.88,12
2025-01-13 08:30:50.649220,8.46,13
2025-01-13 08:30:50.752095,11.46,13
2025-01-13 08:30:50.857728,6.26,14
2025-01-13 08:30:50.959879,8.89,14
2025-01-13 08:30:51.065415,2.23,14
2025-01-13 08:30:51.166747,13.31,14
2025-01-13 08:30:51.269443,8.83,15
2025-01-13 08:30:51.375006,1.94,15
2025-01-13 08:30:51.478766,11.51,15
2025-01-13 08:30:51.584434,7.85,16
2025-01-13 08:30:51.686972,6.79,16
2025-01-13 08:30:51.791892,1.69,16
2025-01-13 08:30:51.895318,1.1,16
2025-01-13 08:30:51.999887,6.39,16
2025-01-13 08:30:52.104223,2.85,16
2025-01-13 08:30:52.209193,3.21,16
2025-01-13 08:30:52.311886,6.67,16
2025-01-13 08:30:52.416234,7.67,16
2025-01-13 08:30:52.519181,2.39,16
2025-01-13 08:30:52.622750,11.08,16
2025-01-13 08:30:52.727605,8.69,16
2025-01-13 08:30:52.831129,1.25,16
2025-01-13 08:30:52.935768,10.65,16
2025-01-13 08:30:53.041479,3.1,16
2025-01-13 08:30:53.148168,9.72,16
2025-01-13 08:30:53.253541,13.71,16
2025-01-13 08:30:53.359032,5.09,16
2025-01-13 08:30:53.461731,3.78,16
2025-01-13 08:30:53.567254,3.52,16
2025-01-13 08:30:53.667776,3.73,16
2025-01-13 08:30:53.774603,10.79,16
2025-01-13 08:30:53.876113,3.7,16
2025-01-13 08:30:53.980586,14.78,16
2025-01-13 08:30:54.085489,1.52,16
2025-01-13 08:30:57.343317,3.56,16
2025-01-13 08:30:57.444521,4.67,16
2025-01-13 08:30:57.549030,10.33,16
2025-01-13 08:30:57.654743,1.1,16
2025-01-13 08:30:57.760472,5.71,16
2025-01-13 08:30:57.865440,12.89,16
2025-01-13 08:30:57.971485,10.81,16
2025-01-13 08:30:58.077077,14.51,16
2025-01-13 08:30:58.178840,7.66,16
2025-01-13 08:30:58.284575,8.83,16
2025-01-13 08:30:58.386975,3.4,16
2025-01-13 08:30:58.492616,2.07,16
2025-01-13 08:30:58.598441,7.42,16
2025-01-13 08:30:58.703322,12.15,16
2025-01-13 08:30:58.809098,0.92,16
2025-01-13 08:30:58.911008,12.15,16
2025-01-13 08:30:59.013361,7.67,16
2025-01-13 08:30:59.115746,8.05,16
2025-01-13 08:30:59.218373,1.45,16
2025-01-13 08:30:59.320467,10.8,16
2025-01-13 08:30:59.426025,14.34,16
2025-01-13 08:30:59.529926,1.3,16
2025-01-13 08:30:59.635513,11.98,16
2025-01-13 08:30:59.740758,1.6,16
2025-01-13 08:30:59.845314,1.15,16
2025-01-13 08:30:59.951025,6.03,16
2025-01-13 08:31:00.056701,7.65,16
2025-01-13 08:31:00.162318,12.24,16
2025-01-13 08:31:00.268115,9.27,16
2025-01-13 08:31:00.373876,9.03,16
2025-01-13 08:31:00.479523,9.65,16
2025-01-13 08:31:00.583608,2.89,16
2025-01-13 08:31:00.689284,4.6,16
2025-01-13 08:31:00.794760,8.12,16
2025-01-13 08:31:00.896110,3.39,16
2025-01-13 08:31:00.999662,10.53,16
2025-01-13 08:31:01.103144,12.13,16
2025-01-13 08:31:01.208791,14.04,16
2025-01-13 08:31:01.312035,14.55,16
2025-01-13 08:31:01.413064,10.79,16
2025-01-13 08:31:01.518678,1.27,16
2025-01-13 08:31:01.621107,7.41,16
2025-01-13 08:31:01.726505,4.47,16
2025-01-13 08:31:01.828697,11.88,16
2025-01-13 08:31:01.934262,12.84,16
2025-01-13 08:31:02.036552,1.8,16
2025-01-13 08:31:02.142225,2.7,16
2025-01-13 08:31:02.247925,1.37,16
2025-01-13 08:31:02.353591,10.21,16
2025-01-13 08:31:02.454378,7.6,16
2025-01-13 08:31:02.559946,12.96,16
2025-01-13 08:31:02.665518,9.56,16
2025-01-13 08:31:02.771125,7.65,16
2025-01-13 08:31:02.876747,10.74,16
2025-01-13 08:31:02.980816,8.74,16
2025-01-13 08:31:03.081871,8.98,16
2025-01-13 08:31:03.186979,12.33,16
2025-01-13 08:31:03.290624,3.17,16
2025-01-13 08:31:03.392819,6.07,16
2025-01-13 08:31:03.498613,7.72,16
2025-01-13 08:31:03.604122,13.38,16
2025-01-13 08:31:03.709653,9.32,16
2025-01-13 08:31:03.812044,3.64,16
2025-01-13 08:31:03.915666,12.87,16
2025-01-13 08:31:04.020286,6.13,16
2025-01-13 08:31:04.125783,5.61,16
2025-01-13 08:31:04.230514,1.41,16
2025-01-13 08:31:04.336029,7.59,16
2025-01-13 08:31:04.437799,7.52,16
2025-01-13 08:31:04.543369,11.42,16
2025-01-13 08:31:04.648865,8.98,16
2025-01-13 08:31:04.751385,5.99,16
2025-01-13 08:31:04.854660,0.16,16
2025-01-13 08:31:04.961344,1.96,16
2025-01-13 08:31:05.066853,6.11,16
2025-01-13 08:31:05.169315,13.17,16
2025-01-13 08:31:05.273465,4.93,16
2025-01-13 08:31:05.377707,9.48,16
2025-01-13 08:31:05.483304,10.52,16
2025-01-13 08:31:05.586985,0.84,16
2025-01-13 08:31:05.692603,10.51,16
2025-01-13 08:31:05.798418,11.08,16
2025-01-13 08:31:05.904150,5.97,16
2025-01-13 08:31:06.009798,0.95,16
2025-01-13 08:31:06.115328,8.28,16
2025-01-13 08:31:06.220858,3.18,16
2025-01-13 08:31:06.325671,8.69,16
2025-01-13 08:31:06.430142,14.71,16
2025-01-13 08:31:06.536404,4.52,16
2025-01-13 08:31:06.643016,6.32,16
2025-01-13 08:31:06.745655,0.89,16
2025-01-13 08:31:06.851291,0.9,16
2025-01-13 08:31:06.956902,14.07,16
2025-01-13 08:31:07.063215,9.33,16
2025-01-13 08:31:07.163938,0.84,16
2025-01-13 08:31:07.269266,7.4,16
2025-01-13 08:31:07.378156,12.31,16
2025-01-13 08:31:07.483654,11.81,16
2025-01-13 08:31:07.590160,7.72,16
2025-01-13 08:31:07.696690,2.46,16
2025-01-13 08:31:07.801772,5.45,16
2025-01-13 08:31:07.907908,11.64,16
2025-01-13 08:31:08.010088,10.71,16
2025-01-13 08:31:08.118062,11.26,16
2025-01-13 08:31:08.224527,12.58,16
2025-01-13 08:31:08.330115,11.11,16
2025-01-13 08:31:08.436328,11.57,16
2025-01-13 08:31:08.541848,2.61,16
2025-01-13 08:31:08.648297,5.24,16
2025-01-13 08:31:08.753877,2.62,16
2025-01-13 08:31:08.859039,2.49,16
2025-01-13 08:31:08.964468,7.96,16
2025-01-13 08:31:09.069951,0.2,16
2025-01-13 08:31:09.174897,2.37,16
2025-01-13 08:31:09.281906,0.88,16
2025-01-13 08:31:09.386023,9.0,16
2025-01-13 08:31:09.492355,12.29,16
2025-01-13 08:31:09.595338,5.61,16
2025-01-13 08:31:09.702487,0.94,16
2025-01-13 08:31:09.811730,2.82,16
2025-01-13 08:31:09.913066,9.13,16
2025-01-13 08:31:10.022181,12.38,16
2025-01-13 08:31:10.129753,6.05,16
2025-01-13 08:31:10.236332,0.11,16
2025-01-13 08:31:10.342527,6.25,16
2025-01-13 08:31:10.448094,1.84,16
2025-01-13 08:31:10.553661,12.84,16
2025-01-13 08:31:10.659459,11.07,16
2025-01-13 08:31:10.765097,14.56,16
2025-01-13 08:31:10.871490,9.53,16
2025-01-13 08:31:10.975250,4.22,16
2025-01-13 08:31:11.082349,9.91,16
2025-01-13 08:31:11.185120,4.84,16
2025-01-13 08:31:11.293262,6.37,16
2025-01-13 08:31:11.401850,4.0,16
2025-01-13 08:31:11.507346,10.87,16
2025-01-13 08:31:11.609581,5.75,16
2025-01-13 08:31:11.716841,1.03,16
2025-01-13 08:31:11.819358,6.5,16
2025-01-13 08:31:11.927701,14.09,16
2025-01-13 08:31:12.035102,9.48,16
2025-01-13 08:31:12.141724,13.55,16
2025-01-13 08:31:12.244390,11.23,16
2025-01-13 08:31:12.351015,0.71,16
2025-01-13 08:31:12.460666,2.53,16
2025-01-13 08:31:12.564647,1.63,16
2025-01-13 08:31:12.669400,0.96,16
2025-01-13 08:31:12.777148,5.66,16
2025-01-13 08:31:12.882367,9.26,16
2025-01-13 08:31:12.986071,5.49,16
2025-01-13 08:31:13.093705,11.76,16
2025-01-13 08:31:13.201096,4.68,16
2025-01-13 08:31:13.307520,2.27,16
2025-01-13 08:31:13.411443,2.85,16
2025-01-13 08:31:13.517273,14.74,16
2025-01-13 08:31:13.623229,3.92,16
2025-01-13 08:31:13.730688,1.05,16
2025-01-13 08:31:13.836211,2.16,16
2025-01-13 08:31:13.941652,9.7,16
2025-01-13 08:31:14.047120,9.04,16
2025-01-13 08:31:14.152630,12.33,16
2025-01-13 08:31:14.258913,3.06,16
2025-01-13 08:31:14.362654,10.0,16
2025-01-13 08:31:14.466514,5.17,16
2025-01-13 08:31:14.574745,14.08,16
2025-01-13 08:31:14.680350,5.21,16
2025-01-13 08:31:14.783879,14.99,16
2025-01-13 08:31:14.890531,0.03,16
2025-01-13 08:31:14.996576,0.78,16
2025-01-13 08:31:15.104261,10.2,16
2025-01-13 08:31:15.208822,9.73,16
2025-01-13 08:31:15.312015,10.62,16
2025-01-13 08:31:15.419110,10.32,16
2025-01-13 08:31:15.520414,0.8,16
2025-01-13 08:31:15.627846,12.05,16
2025-01-13 08:31:15.736064,3.78,16
2025-01-13 08:31:15.841630,14.68,16
2025-01-13 08:31:15.943087,0.42,16
2025-01-13 08:31:16.049109,6.93,16
2025-01-13 08:31:16.159131,2.54,16
2025-01-13 08:31:16.265950,4.31,16
2025-01-13 08:31:16.369087,8.98,16
2025-01-13 08:31:16.477484,6.4,16
2025-01-13 08:31:16.578761,0.64,16
2025-01-13 08:31:16.684747,2.74,16
2025-01-13 08:31:16.795604,10.22,16
2025-01-13 08:31:16.900067,10.6,16
2025-01-13 08:31:17.007567,6.12,16
2025-01-13 08:31:17.112059,11.83,16
2025-01-13 08:31:17.217134,13.44,16
2025-01-13 08:31:17.322853,8.94,16
2025-01-13 08:31:17.428368,3.86,16
2025-01-13 08:31:17.533714,4.81,16
2025-01-13 08:31:17.639224,1.25,16
2025-01-13 08:31:17.742583,9.07,16
2025-01-13 08:31:17.851167,5.27,16
2025-01-13 08:31:17.956665,12.04,16
2025-01-13 08:31:18.062320,6.24,16
2025-01-13 08:31:18.164233,14.25,16
2025-01-13 08:31:18.272892,5.15,16
2025-01-13 08:31:18.377717,12.21,16
2025-01-13 08:31:18.483265,5.08,16
2025-01-13 08:31:18.591093,14.19,16
2025-01-13 08:31:18.695430,4.93,16
2025-01-13 08:31:18.804440,4.51,16
2025-01-13 08:31:18.908384,10.62,16
2025-01-13 08:31:19.013949,2.24,16
2025-01-13 08:31:19.116762,1.27,16
2025-01-13 08:31:19.220366,3.97,16
2025-01-13 08:31:19.328768,8.86,16
2025-01-13 08:31:19.433464,6.13,16
2025-01-13 08:31:19.539772,13.26,16
2025-01-13 08:31:19.646463,14.85,16
2025-01-13 08:31:19.747806,2.23,16
2025-01-13 08:31:19.855325,13.81,16
2025-01-13 08:31:19.965735,0.7,16
2025-01-13 08:31:20.069401,9.42,16
2025-01-13 08:31:20.174378,5.98,16
2025-01-13 08:31:20.283146,11.09,16
2025-01-13 08:31:20.388592,5.86,16
2025-01-13 08:31:20.496059,13.02,16
2025-01-13 08:31:20.599768,4.54,16
2025-01-13 08:31:20.706578,9.97,16
2025-01-13 08:31:20.812101,4.2,16
2025-01-13 08:31:20.913208,1.52,16
2025-01-13 08:31:21.020956,12.28,16
2025-01-13 08:31:21.126458,12.34,16
2025-01-13 08:31:21.231879,11.17,16
2025-01-13 08:31:21.340408,2.43,16
2025-01-13 08:31:21.442494,3.88,16
2025-01-13 08:31:21.551865,7.78,16
2025-01-13 08:31:21.653517,14.63,16
2025-01-13 08:31:21.763907,5.56,16
2025-01-13 08:31:21.868054,12.71,16
2025-01-13 08:31:21.969418,12.0,16
2025-01-13 08:31:22.074883,13.19,16
2025-01-13 08:31:22.182217,10.31,16
2025-01-13 08:31:22.287077,13.55,16
2025-01-13 08:31:22.394286,6.53,16
2025-01-13 08:31:22.499876,13.86,16
2025-01-13 08:31:22.602816,9.43,16
2025-01-13 08:31:22.710604,3.74,16
2025-01-13 08:31:22.816486,14.62,16
2025-01-13 08:31:22.921810,9.06,16
2025-01-13 08:31:23.027339,1.11,16
2025-01-13 08:31:23.132402,1.68,16
2025-01-13 08:31:23.237588,6.71,16
2025-01-13 08:31:23.345093,10.64,16
2025-01-13 08:31:23.450602,8.11,16
2025-01-13 08:31:23.556327,1.03,16
2025-01-13 08:31:23.661879,9.12,16
2025-01-13 08:31:23.767104,13.77,16
2025-01-13 08:31:23.870405,4.69,16
2025-01-13 08:31:23.976017,9.3,16
2025-01-13 08:31:24.080616,4.83,16
2025-01-13 08:31:24.188535,7.0,16
